decimalLatitude,decimalLongitude,scientificName,iucnRedListCategory
10.17983,76.24423,Tamarindus indica L.,LC
11.69717,76.08109,Psidium guajava L.,LC
24.69117,78.41383,Annona squamosa L.,LC
8.61743,76.8275,Phyllanthus emblica L.,LC
9.20001,76.87978,Mangifera indica L.,DD
25.24063,73.45485,Samanea saman (Jacq.) Merr.,LC
9.59676,76.50597,Tabernaemontana divaricata (L.) R.Br. ex Roem. & Schult.,LC
9.39862,77.4744,Azadirachta indica A.Juss.,LC
9.97674,77.06004,Magnolia champaca (L.) Baill. ex Pierre,LC
8.76083,76.79611,Alstonia scholaris (L.) R.Br.,LC
25.24063,73.45485,Bauhinia purpurea L.,LC
12.13239,75.21619,Plumeria rubra L.,LC
10.82105,76.35652,Cassia fistula L.,LC
12.9596,77.70671,Phyllanthus emblica L.,LC
9.3852,76.5848,Spathodea campanulata Beauverd,LC
11.78137,75.47418,Samanea saman (Jacq.) Merr.,LC
11.54494,75.79239,Bombax ceiba L.,LC
23.00247,80.37918,Psidium guajava L.,LC
11.79413,75.49017,Lannea coromandelica (Houtt.) Merr.,LC
8.60081,76.8441,Saraca asoca (Roxb.) W.J.de Wilde,VU
11.89869,76.00549,Tectona grandis L.f.,EN
9.14523,76.61468,Ficus religiosa L.,LC
8.60081,76.8441,Saraca asoca (Roxb.) W.J.de Wilde,VU
11.62616,75.57842,Mimusops elengi L.,LC
9.39771,76.57853,Tamarindus indica L.,LC
9.27201,76.8128,Annona squamosa L.,LC
9.17132,76.60099,Tectona grandis L.f.,EN
8.35994,77.0577,Azadirachta indica A.Juss.,LC
8.34187,77.04894,Moringa oleifera Lam.,LC
11.61075,78.46856,Azadirachta indica A.Juss.,LC
11.98881,75.42472,Azadirachta indica A.Juss.,LC
9.39771,76.57853,Delonix regia (Bojer ex Hook.) Raf.,LC
10.11831,76.38543,Syzygium cumini (L.) Skeels,LC
8.76291,76.79127,Gmelina arborea Roxb. ex Sm.,LC
8.99081,76.54044,Vitex negundo L.,LC
8.34321,77.05285,Syzygium cumini (L.) Skeels,LC
8.82761,76.64671,Mangifera indica L.,DD
8.87423,76.62014,Mimusops elengi L.,LC
17.50789,78.39309,Sterculia foetida L.,LC
9.78499,76.44959,Mangifera indica L.,DD
8.94343,76.60146,Magnolia champaca (L.) Baill. ex Pierre,LC
11.62616,75.57842,Ficus religiosa L.,LC
8.80833,76.67767,Mangifera indica L.,DD
11.82239,75.43148,Samanea saman (Jacq.) Merr.,LC
22.31117,73.18357,Melia azedarach L.,LC
8.61354,76.83297,Aegle marmelos (L.) Corrêa,NT
9.08853,76.63858,Sterculia urens Roxb.,LC
25.24063,73.45485,Alstonia scholaris (L.) R.Br.,LC
21.58087,73.06076,Phyllanthus emblica L.,LC
8.58769,76.84703,Phyllanthus emblica L.,LC
10.11831,76.38543,Tectona grandis L.f.,EN
9.2117,76.60787,Abies spectabilis (D.Don) Mirb.,NT
8.61503,76.82981,Samanea saman (Jacq.) Merr.,LC
9.38527,76.57499,Delonix regia (Bojer ex Hook.) Raf.,LC
8.34321,77.05285,Syzygium cumini (L.) Skeels,LC
8.63306,76.84663,Annona squamosa L.,LC
11.00306,76.37526,Mangifera indica L.,DD
10.63914,76.52078,Samanea saman (Jacq.) Merr.,LC
8.62818,76.83909,Aegle marmelos (L.) Corrêa,NT
10.76252,76.63982,Mangifera indica L.,DD
11.82142,75.42914,Cassia fistula L.,LC
12.00657,75.42389,Plumeria rubra L.,LC
11.34945,75.9794,Psidium guajava L.,LC
9.78619,76.44449,Cassia fistula L.,LC
8.58769,76.84703,Phyllanthus emblica L.,LC
9.17503,76.54447,Psidium guajava L.,LC
8.74029,76.71599,Moringa oleifera Lam.,LC
21.51447,77.9427,Albizia amara (Roxb.) Boivin,LC
15.83465,74.50746,Alstonia scholaris (L.) R.Br.,LC
11.03898,76.90653,Azadirachta indica A.Juss.,LC
9.39771,76.57853,Ficus religiosa L.,LC
10.48656,76.19274,Mangifera indica L.,DD
25.24063,73.45485,Mangifera indica L.,DD
9.2929,76.78529,Mangifera indica L.,DD
10.81853,76.67283,Phyllanthus emblica L.,LC
11.25875,75.78041,Azadirachta indica A.Juss.,LC
9.38527,76.57499,Samanea saman (Jacq.) Merr.,LC
8.34323,77.05283,Mangifera indica L.,DD
11.73062,76.0522,Delonix regia (Bojer ex Hook.) Raf.,LC
9.98534,76.77693,Cassia fistula L.,LC
15.83327,74.50785,Delonix regia (Bojer ex Hook.) Raf.,LC
10.13036,76.29268,Lagerstroemia speciosa (L.) Pers.,LC
12.009,79.78772,Syzygium cumini (L.) Skeels,LC
12.01533,79.85471,Syzygium cumini (L.) Skeels,LC
23.44893,76.27765,Alstonia scholaris (L.) R.Br.,LC
9.25489,76.84063,Morinda coreia Buch.-Ham.,LC
11.82377,75.56069,Mangifera indica L.,DD
9.15365,76.61874,Bauhinia purpurea L.,LC
9.38788,76.58315,Psidium guajava L.,LC
8.76324,76.7921,Bombax ceiba L.,LC
10.96041,76.80305,Pongamia pinnata (L.) Pierre,LC
21.04733,75.85265,Ficus religiosa L.,LC
9.54873,76.51284,Azadirachta indica A.Juss.,LC
10.98138,76.39441,Mangifera indica L.,DD
18.54886,73.62103,Bombax ceiba L.,LC
25.24063,73.45485,Samanea saman (Jacq.) Merr.,LC
8.34321,77.05285,Mimusops elengi L.,LC
9.98534,76.77693,Psidium guajava L.,LC
8.34387,77.05188,Toona ciliata M.Roem.,LC
8.62028,76.94401,Azadirachta indica A.Juss.,LC
8.34331,77.05286,Phyllanthus emblica L.,LC
8.34321,77.05285,Phyllanthus emblica L.,LC
9.26885,76.82158,Mangifera indica L.,DD
10.96395,76.18364,Ficus religiosa L.,LC
8.61528,76.93993,Mangifera indica L.,DD
25.46481,91.47849,Prunus persica (L.) Stokes,DD
21.04921,75.83119,Terminalia catappa L.,LC
26.69324,92.80891,Phyllanthus emblica L.,LC
13.06842,77.57832,Ficus racemosa L.,LC
8.33084,77.28643,Mangifera indica L.,DD
8.34888,77.05477,Thespesia populnea (L.) Sol. ex Corrêa,LC
25.0215,85.37968,Ceiba pentandra (L.) Gaertn.,LC
8.44669,77.0681,Moringa oleifera Lam.,LC
8.80833,76.67767,Mangifera indica L.,DD
30.28295,77.9753,Melia azedarach L.,LC
8.45498,77.07881,Tamarindus indica L.,LC
9.38527,76.57499,Delonix regia (Bojer ex Hook.) Raf.,LC
8.34321,77.05285,Tamarindus indica L.,LC
8.45498,77.07881,Moringa oleifera Lam.,LC
9.13307,76.60293,Azadirachta indica A.Juss.,LC
19.25019,72.85908,Ficus religiosa L.,LC
8.34905,77.04562,Tectona grandis L.f.,EN
10.78031,76.49686,Mangifera indica L.,DD
22.31554,73.1896,Santalum album L.,VU
9.38527,76.57499,Delonix regia (Bojer ex Hook.) Raf.,LC
11.00802,76.86921,Ficus racemosa L.,LC
11.23895,75.92421,Psidium guajava L.,LC
9.89593,76.71841,Tectona grandis L.f.,EN
11.86114,75.41245,Psidium guajava L.,LC
9.19833,76.878,Gliricidia sepium (Jacq.) Kunth,LC
21.57678,73.07004,Azadirachta indica A.Juss.,LC
10.0194,76.37022,Samanea saman (Jacq.) Merr.,LC
25.01776,85.38872,Lagerstroemia speciosa (L.) Pers.,LC
10.63736,76.1468,Morinda citrifolia L.,LC
10.12892,76.28963,Pongamia pinnata (L.) Pierre,LC
25.24063,73.45485,Alstonia scholaris (L.) R.Br.,LC
8.34321,77.05285,Tectona grandis L.f.,EN
10.11831,76.38543,Mangifera indica L.,DD
9.38859,76.58297,Gliricidia sepium (Jacq.) Kunth,LC
8.79799,76.76934,Murraya koenigii (L.) Spreng.,LC
8.45567,77.0731,Mangifera indica L.,DD
8.34321,77.05285,Syzygium cumini (L.) Skeels,LC
8.34321,77.05285,Phyllanthus emblica L.,LC
10.73083,76.41921,Mangifera indica L.,DD
22.46984,80.57734,Phyllanthus emblica L.,LC
8.34387,77.05188,Azadirachta indica A.Juss.,LC
8.85089,76.66217,Phyllanthus emblica L.,LC
12.02161,79.85271,Ficus religiosa L.,LC
11.81027,75.49533,Lannea coromandelica (Houtt.) Merr.,LC
8.62406,76.84212,Manilkara zapota (L.) P.Royen,LC
11.00227,76.37539,Mangifera indica L.,DD
9.98534,76.77693,Phyllanthus emblica L.,LC
9.16672,76.73043,Tamarindus indica L.,LC
9.46667,77.53037,Terminalia catappa L.,LC
10.59963,76.49545,Tectona grandis L.f.,EN
23.06063,80.5464,Azadirachta indica A.Juss.,LC
9.20001,76.87978,Toona ciliata M.Roem.,LC
9.54845,76.51308,Manilkara zapota (L.) P.Royen,LC
10.18244,76.51781,Tamarindus indica L.,LC
10.81853,76.67283,Mangifera indica L.,DD
8.34321,77.05285,Mimusops elengi L.,LC
9.76794,76.49074,Tectona grandis L.f.,EN
9.34394,76.52081,Mangifera indica L.,DD
18.5122,73.8978,Albizia procera (Roxb.) Benth.,LC
8.53588,77.09674,Peltophorum pterocarpum (DC.) Backer ex K.Heyne,LC
22.31336,73.18387,Phyllanthus emblica L.,LC
10.13036,76.29268,Morinda citrifolia L.,LC
9.22049,76.67551,Mangifera indica L.,DD
9.02149,76.59907,Alstonia scholaris (L.) R.Br.,LC
9.78619,76.44449,Mangifera indica L.,DD
8.34321,77.05285,Syzygium cumini (L.) Skeels,LC
8.65515,76.81025,Tamarindus indica L.,LC
11.62167,75.62427,Samanea saman (Jacq.) Merr.,LC
11.3988,75.98773,Tectona grandis L.f.,EN
11.22539,75.92796,Mangifera indica L.,DD
21.04733,75.85265,Ficus religiosa L.,LC
10.11831,76.38543,Tamarindus indica L.,LC
23.03159,80.51606,Ficus religiosa L.,LC
12.92045,77.44132,Azadirachta indica A.Juss.,LC
9.03254,76.78907,Ficus religiosa L.,LC
10.11831,76.38543,Tectona grandis L.f.,EN
8.34387,77.05188,Mangifera indica L.,DD
10.52519,76.1886,Delonix regia (Bojer ex Hook.) Raf.,LC
12.03238,79.8592,Pterospermum acerifolium (L.) Willd.,LC
8.34321,77.05285,Syzygium cumini (L.) Skeels,LC
8.78788,76.75787,Delonix regia (Bojer ex Hook.) Raf.,LC
9.38393,76.58977,Terminalia catappa L.,LC
8.34321,77.05285,Mangifera indica L.,DD
25.46487,91.47848,Prunus persica (L.) Stokes,DD
9.20001,76.87978,Tectona grandis L.f.,EN
9.15751,77.12551,Tectona grandis L.f.,EN
8.34321,77.05285,Mimusops elengi L.,LC
11.39999,75.99116,Phyllanthus emblica L.,LC
25.24063,73.45485,Cassia fistula L.,LC
9.9291,76.79368,Ficus religiosa L.,LC
22.35984,78.53769,Mangifera indica L.,DD
25.24063,73.45485,Mangifera indica L.,DD
21.58087,73.06076,Terminalia catappa L.,LC
10.829,76.73736,Mangifera indica L.,DD
9.38527,76.57499,Delonix regia (Bojer ex Hook.) Raf.,LC
9.20001,76.87978,Toona ciliata M.Roem.,LC
8.63083,76.84383,Alstonia scholaris (L.) R.Br.,LC
9.38427,76.57953,Samanea saman (Jacq.) Merr.,LC
11.08523,77.11762,Azadirachta indica A.Juss.,LC
9.37585,76.61137,Mangifera indica L.,DD
8.45474,77.07317,Annona squamosa L.,LC
8.75197,76.7726,Pongamia pinnata (L.) Pierre,LC
8.34321,77.05285,Phyllanthus emblica L.,LC
12.48086,74.98992,Cassia fistula L.,LC
12.9205,77.4411,Thespesia populnea (L.) Sol. ex Corrêa,LC
9.04021,76.64955,Lawsonia inermis L.,LC
8.34676,77.04952,Mangifera indica L.,DD
8.34321,77.05285,Mangifera indica L.,DD
12.02193,79.85748,Tectona grandis L.f.,EN
9.20001,76.87978,Caryota urens L.,LC
13.06771,77.57666,Pongamia pinnata (L.) Pierre,LC
8.34321,77.05285,Mangifera indica L.,DD
10.99314,76.33246,Psidium guajava L.,LC
8.72393,76.81813,Saraca asoca (Roxb.) W.J.de Wilde,VU
8.36649,77.02605,Tamarindus indica L.,LC
10.43933,76.21832,Mangifera indica L.,DD
9.78619,76.44449,Psidium guajava L.,LC
22.50626,80.48688,Azadirachta indica A.Juss.,LC
8.80833,76.67767,Mangifera indica L.,DD
8.66376,76.82311,Tectona grandis L.f.,EN
11.00592,76.0181,Mangifera indica L.,DD
11.86114,75.41245,Bauhinia purpurea L.,LC
9.27263,76.78009,Peltophorum pterocarpum (DC.) Backer ex K.Heyne,LC
8.47173,77.07249,Psidium guajava L.,LC
10.17983,76.24423,Tamarindus indica L.,LC
9.26476,76.78704,Tectona grandis L.f.,EN
8.75173,76.80314,Cassia fistula L.,LC
28.98285,77.09,Syzygium cumini (L.) Skeels,LC
10.57203,76.50277,Delonix regia (Bojer ex Hook.) Raf.,LC
9.59676,76.50597,Murraya koenigii (L.) Spreng.,LC
10.92011,75.96549,Annona squamosa L.,LC
9.38788,76.58315,Psidium guajava L.,LC
22.47721,80.36846,Syzygium cumini (L.) Skeels,LC
8.36,77.05357,Tectona grandis L.f.,EN
9.39771,76.57853,Cassia fistula L.,LC
9.39781,76.5301,Cassia fistula L.,LC
18.48887,73.82136,Azadirachta indica A.Juss.,LC
8.34187,77.04894,Azadirachta indica A.Juss.,LC
9.06436,76.63799,Dalbergia lanceolaria L.f.,LC
10.1814,76.2497,Cassia fistula L.,LC
9.78499,76.44959,Tectona grandis L.f.,EN
10.11831,76.38543,Mangifera indica L.,DD
11.00579,76.01751,Terminalia catappa L.,LC
22.31547,73.18785,Santalum album L.,VU
8.63423,76.93691,Tamarindus indica L.,LC
8.34321,77.05285,Mangifera indica L.,DD
10.1926,76.2507,Bauhinia purpurea L.,LC
9.38474,76.6415,Terminalia catappa L.,LC
9.77396,76.39561,Mangifera indica L.,DD
11.60156,75.59198,Ficus racemosa L.,LC
8.63445,76.93665,Tectona grandis L.f.,EN
12.99421,77.61268,Abies pindrow (Royle ex D.Don) Royle,LC
8.75683,76.75862,Gmelina arborea Roxb. ex Sm.,LC
9.17132,76.60099,Manilkara zapota (L.) P.Royen,LC
19.18812,72.98057,Pithecellobium dulce (Roxb.) Benth.,LC
8.47192,77.07287,Mangifera indica L.,DD
10.13681,76.53695,Toona ciliata M.Roem.,LC
8.36,77.05357,Phyllanthus emblica L.,LC
8.86254,78.12679,Manilkara zapota (L.) P.Royen,LC
18.51205,73.89828,Saraca asoca (Roxb.) W.J.de Wilde,VU
9.78176,76.43172,Mangifera indica L.,DD
12.03069,79.85691,Kigelia africana (Lam.) Benth.,LC
8.34321,77.05285,Mangifera indica L.,DD
9.11943,76.63298,Cassia fistula L.,LC
9.98074,76.30046,Annona squamosa L.,LC
23.00488,80.51328,Phyllanthus emblica L.,LC
9.11955,76.63366,Cascabela thevetia (L.) Lippold,LC
11.82049,75.4329,Lannea coromandelica (Houtt.) Merr.,LC
13.06842,77.57832,Ficus religiosa L.,LC
25.02346,85.38186,Ceiba pentandra (L.) Gaertn.,LC
9.17132,76.60099,Peltophorum pterocarpum (DC.) Backer ex K.Heyne,LC
8.61095,76.83142,Mangifera indica L.,DD
8.34075,77.06599,Mangifera indica L.,DD
9.25287,76.77811,Psidium guajava L.,LC
11.82456,75.42845,Syzygium cumini (L.) Skeels,LC
9.74867,76.71378,Bauhinia purpurea L.,LC
8.65515,76.81025,Tamarindus indica L.,LC
9.39771,76.57853,Mangifera indica L.,DD
9.38373,76.58996,Peltophorum pterocarpum (DC.) Backer ex K.Heyne,LC
9.78619,76.44449,Tectona grandis L.f.,EN
11.42596,75.99144,Mangifera indica L.,DD
11.01519,76.93262,Lagerstroemia speciosa (L.) Pers.,LC
21.07217,85.52838,Borassus flabellifer L.,LC
11.82031,75.56241,Mangifera indica L.,DD
28.50922,77.41354,Terminalia bellirica (Gaertn.) Roxb.,LC
10.60079,76.4904,Saraca asoca (Roxb.) W.J.de Wilde,VU
9.78499,76.44959,Delonix regia (Bojer ex Hook.) Raf.,LC
28.50922,77.41354,Mangifera indica L.,DD
10.80362,76.46925,Psidium guajava L.,LC
22.51363,80.5364,Syzygium cumini (L.) Skeels,LC
19.3344,83.77167,Azadirachta indica A.Juss.,LC
9.78619,76.44449,Tamarindus indica L.,LC
8.75197,76.7726,Samanea saman (Jacq.) Merr.,LC
8.53588,77.09674,Mangifera indica L.,DD
11.00579,76.01751,Azadirachta indica A.Juss.,LC
9.38654,76.58468,Cassia fistula L.,LC
9.39771,76.57853,Gmelina arborea Roxb. ex Sm.,LC
8.34321,77.05285,Phyllanthus emblica L.,LC
8.75197,76.7726,Azadirachta indica A.Juss.,LC
9.98534,76.77693,Moringa oleifera Lam.,LC
12.13239,75.21619,Mangifera indica L.,DD
11.59288,75.72853,Cassia fistula L.,LC
12.91718,77.59076,Toona ciliata M.Roem.,LC
9.19208,76.60539,Mangifera indica L.,DD
22.68578,88.34707,Azadirachta indica A.Juss.,LC
8.34321,77.05285,Saraca asoca (Roxb.) W.J.de Wilde,VU
15.8345,74.50647,Alstonia scholaris (L.) R.Br.,LC
9.39771,76.57853,Bauhinia purpurea L.,LC
22.44882,80.57698,Psidium guajava L.,LC
10.1814,76.2497,Cassia fistula L.,LC
10.10897,76.33346,Psidium guajava L.,LC
12.9235,77.49968,Plumeria rubra L.,LC
8.53274,76.9622,Mangifera indica L.,DD
8.35381,77.04754,Borassus flabellifer L.,LC
8.36,77.05357,Tectona grandis L.f.,EN
12.01553,79.85529,Terminalia catappa L.,LC
8.45519,77.07285,Mangifera indica L.,DD
23.03014,80.54107,Tectona grandis L.f.,EN
9.57119,76.56654,Lawsonia inermis L.,LC
11.8276,75.51668,Phyllanthus emblica L.,LC
11.40086,75.99008,Mangifera indica L.,DD
8.34387,77.05188,Azadirachta indica A.Juss.,LC
9.77978,76.4351,Cassia fistula L.,LC
11.40489,75.9702,Tectona grandis L.f.,EN
10.81829,76.67398,Bauhinia purpurea L.,LC
15.83324,74.50715,Samanea saman (Jacq.) Merr.,LC
10.02344,76.25666,Mangifera indica L.,DD
12.17183,75.2447,Phyllanthus emblica L.,LC
9.38527,76.57499,Mimusops elengi L.,LC
11.83562,75.42571,Ailanthus excelsa Roxb.,DD
28.50922,77.41354,Morus alba L.,LC
9.9291,76.79368,Ceiba pentandra (L.) Gaertn.,LC
8.45487,77.07849,Annona squamosa L.,LC
9.03876,76.64769,Tectona grandis L.f.,EN
10.84479,76.19471,Pongamia pinnata (L.) Pierre,LC
15.83274,74.50822,Spathodea campanulata Beauverd,LC
8.34321,77.05285,Mimusops elengi L.,LC
22.46984,80.57734,Phyllanthus emblica L.,LC
18.87397,73.21574,Bombax ceiba L.,LC
9.16761,76.73963,Azadirachta indica A.Juss.,LC
8.34321,77.05285,Tectona grandis L.f.,EN
9.16601,76.60437,Ceiba pentandra (L.) Gaertn.,LC
10.11831,76.38543,Cassia fistula L.,LC
9.38373,76.58996,Peltophorum pterocarpum (DC.) Backer ex K.Heyne,LC
11.09299,76.63959,Citrus maxima (Burm.) Merr.,LC
28.65593,77.12052,Phyllanthus emblica L.,LC
8.53588,77.09674,Peltophorum pterocarpum (DC.) Backer ex K.Heyne,LC
9.76794,76.49074,Tectona grandis L.f.,EN
9.39771,76.57853,Cassia fistula L.,LC
8.34321,77.05285,Mimusops elengi L.,LC
8.34321,77.05285,Ficus racemosa L.,LC
19.66605,85.10297,Phyllanthus emblica L.,LC
11.94823,79.78747,Mimusops elengi L.,LC
29.31468,78.21269,Mangifera indica L.,DD
20.75412,73.48741,Bombax ceiba L.,LC
9.20001,76.87978,Toona ciliata M.Roem.,LC
11.62616,75.57842,Mangifera indica L.,DD
8.62717,76.84794,Mangifera indica L.,DD
8.34321,77.05285,Ficus religiosa L.,LC
11.93141,79.78549,Psidium guajava L.,LC
9.39771,76.57853,Syzygium cumini (L.) Skeels,LC
13.03535,80.25905,Mangifera indica L.,DD
10.13036,76.29268,Manilkara zapota (L.) P.Royen,LC
25.24063,73.45485,Mangifera indica L.,DD
8.34323,77.05283,Azadirachta indica A.Juss.,LC
8.34321,77.05285,Mimusops elengi L.,LC
21.58087,73.06076,Moringa oleifera Lam.,LC
9.38373,76.58996,Peltophorum pterocarpum (DC.) Backer ex K.Heyne,LC
8.52064,77.11067,Tectona grandis L.f.,EN
20.16988,85.68549,Alstonia scholaris (L.) R.Br.,LC
9.18928,76.77078,Saraca asoca (Roxb.) W.J.de Wilde,VU
9.20567,76.88935,Tectona grandis L.f.,EN
8.83995,76.64474,Tabernaemontana divaricata (L.) R.Br. ex Roem. & Schult.,LC
9.17154,76.6013,Ceiba pentandra (L.) Gaertn.,LC
12.27167,75.13235,Psidium guajava L.,LC
8.99438,76.53226,Lawsonia inermis L.,LC
10.92011,75.96549,Moringa oleifera Lam.,LC
11.40065,75.99922,Mangifera indica L.,DD
11.59999,75.78491,Mangifera indica L.,DD
9.46615,77.53272,Azadirachta indica A.Juss.,LC
8.34321,77.05285,Mimusops elengi L.,LC
9.38527,76.57499,Alstonia scholaris (L.) R.Br.,LC
8.72322,76.81905,Annona squamosa L.,LC
8.34321,77.05285,Mimusops elengi L.,LC
9.38859,76.58297,Gliricidia sepium (Jacq.) Kunth,LC
10.82808,76.7368,Delonix regia (Bojer ex Hook.) Raf.,LC
18.53186,73.82206,Magnolia champaca (L.) Baill. ex Pierre,LC
8.83743,76.68607,Mangifera indica L.,DD
8.78772,76.75781,Semecarpus anacardium L.fil.,LC
11.59157,75.59109,Annona squamosa L.,LC
8.94434,76.6107,Psidium guajava L.,LC
8.80833,76.67767,Phyllanthus emblica L.,LC
8.41185,77.01039,Saraca asoca (Roxb.) W.J.de Wilde,VU
9.20471,76.60632,Tectona grandis L.f.,EN
9.20001,76.87978,Caryota urens L.,LC
9.26218,76.82473,Aegle marmelos (L.) Corrêa,NT
10.15665,76.2987,Azadirachta indica A.Juss.,LC
8.34321,77.05285,Tamarindus indica L.,LC
9.38571,76.58055,Muntingia calabura L.,LC
8.36,77.05357,Tectona grandis L.f.,EN
11.99792,79.78673,Pongamia pinnata (L.) Pierre,LC
8.78536,76.75961,Samanea saman (Jacq.) Merr.,LC
11.60743,75.60159,Saraca asoca (Roxb.) W.J.de Wilde,VU
9.14205,76.6182,Tectona grandis L.f.,EN
8.76719,76.78847,Butea monosperma (Lam.) Kuntze,LC
8.34321,77.05285,Syzygium cumini (L.) Skeels,LC
11.82663,75.4288,Bombax ceiba L.,LC
9.76794,76.49074,Tamarindus indica L.,LC
9.77485,76.4259,Mangifera indica L.,DD
25.24063,73.45485,Aegle marmelos (L.) Corrêa,NT
12.5298,75.04713,Azadirachta indica A.Juss.,LC
25.24063,73.45485,Aegle marmelos (L.) Corrêa,NT
9.38517,76.59122,Peltophorum pterocarpum (DC.) Backer ex K.Heyne,LC
9.06436,76.63799,Dalbergia lanceolaria L.f.,LC
8.34187,77.04894,Ficus religiosa L.,LC
22.3154,73.18583,Syzygium cumini (L.) Skeels,LC
8.89321,76.61414,Mangifera indica L.,DD
8.34321,77.05285,Mangifera indica L.,DD
10.12654,76.2477,Tamarindus indica L.,LC
9.39771,76.57853,Mangifera indica L.,DD
9.18301,76.77336,Bauhinia purpurea L.,LC
20.51878,73.1024,Ficus religiosa L.,LC
9.38373,76.58996,Terminalia catappa L.,LC
9.39934,77.47507,Syzygium cumini (L.) Skeels,LC
10.13036,76.29268,Ficus religiosa L.,LC
10.10037,76.35704,Manilkara zapota (L.) P.Royen,LC
8.34321,77.05285,Mimusops elengi L.,LC
12.91304,92.89776,Morinda citrifolia L.,LC
10.57967,76.49659,Mangifera indica L.,DD
9.3844,76.58067,Samanea saman (Jacq.) Merr.,LC
9.36462,76.58171,Magnolia campbellii Hook.f. & Thomson,LC
8.75197,76.7726,Azadirachta indica A.Juss.,LC
10.984,76.04159,Azadirachta indica A.Juss.,LC
8.62111,76.94131,Annona squamosa L.,LC
8.34321,77.05285,Mimusops elengi L.,LC
9.78619,76.44449,Mangifera indica L.,DD
11.65506,76.26728,Manilkara zapota (L.) P.Royen,LC
25.24063,73.45485,Gmelina arborea Roxb. ex Sm.,LC
8.73577,76.84759,Delonix regia (Bojer ex Hook.) Raf.,LC
10.81853,76.67283,Cassia fistula L.,LC
10.81871,76.67459,Bauhinia purpurea L.,LC
9.17162,76.60179,Wrightia tinctoria R.Br.,LC
10.14431,76.64503,Syzygium cumini (L.) Skeels,LC
13.07051,77.57627,Cascabela thevetia (L.) Lippold,LC
11.62616,75.57842,Phyllanthus emblica L.,LC
12.01735,79.85256,Samanea saman (Jacq.) Merr.,LC
11.25098,75.96302,Tamarindus indica L.,LC
8.85089,76.66217,Annona squamosa L.,LC
11.65467,78.47923,Mangifera indica L.,DD
9.26737,76.78735,Tectona grandis L.f.,EN
13.07496,77.57993,Tectona grandis L.f.,EN
10.81853,76.67283,Bauhinia purpurea L.,LC
8.34321,77.05285,Mangifera indica L.,DD
17.50742,78.39278,Pterocarpus marsupium Roxb.,NT
11.62549,78.52208,Annona squamosa L.,LC
22.31117,73.18357,Alstonia scholaris (L.) R.Br.,LC
12.91304,92.89776,Samanea saman (Jacq.) Merr.,LC
9.16768,76.71415,Toona ciliata M.Roem.,LC
11.66343,92.73737,Morinda citrifolia L.,LC
8.34321,77.05285,Holoptelea integrifolia (Roxb.) Planch.,LC
8.74805,76.71418,Peltophorum pterocarpum (DC.) Backer ex K.Heyne,LC
25.24063,73.45485,Bauhinia purpurea L.,LC
9.20914,76.8546,Tamarindus indica L.,LC
12.15891,75.22085,Caryota urens L.,LC
11.62833,78.48088,Pongamia pinnata (L.) Pierre,LC
22.46984,80.57734,Phyllanthus emblica L.,LC
22.30942,73.18482,Caryota urens L.,LC
25.24063,73.45485,Bombax ceiba L.,LC
13.0677,77.57687,Syzygium cumini (L.) Skeels,LC
9.39771,76.57853,Tectona grandis L.f.,EN
8.69502,76.81585,Aegle marmelos (L.) Corrêa,NT
11.00171,76.37636,Syzygium cumini (L.) Skeels,LC
12.01619,79.8534,Tectona grandis L.f.,EN
8.34321,77.05285,Mangifera indica L.,DD
22.98952,80.55218,Psidium guajava L.,LC
8.34321,77.05285,Phyllanthus emblica L.,LC
19.18899,72.98116,Tamarindus indica L.,LC
8.75197,76.7726,Samanea saman (Jacq.) Merr.,LC
9.38658,76.57514,Terminalia catappa L.,LC
9.28276,76.77024,Prunus domestica L.,DD
25.24063,73.45485,Aegle marmelos (L.) Corrêa,NT
22.31528,73.18855,Santalum album L.,VU
10.15323,76.33768,Mangifera indica L.,DD
9.38527,76.57499,Mimusops elengi L.,LC
9.11955,76.63366,Cascabela thevetia (L.) Lippold,LC
8.34387,77.05188,Mangifera indica L.,DD
9.39771,76.57853,Alstonia scholaris (L.) R.Br.,LC
8.34187,77.04894,Moringa oleifera Lam.,LC
17.45273,78.35907,Bauhinia purpurea L.,LC
9.23367,76.45639,Alstonia scholaris (L.) R.Br.,LC
8.34387,77.05188,Thespesia populnea (L.) Sol. ex Corrêa,LC
19.18952,72.98044,Annona squamosa L.,LC
10.06699,76.38727,Psidium guajava L.,LC
10.15053,76.27398,Lawsonia inermis L.,LC
28.50932,77.41405,"Ceiba speciosa (A.St.-Hil., A.Juss. & Cambess.) Ravenna",LC
22.49843,80.50696,Mangifera indica L.,DD
28.50922,77.41354,Tabebuia aurea (Silva Manso) Benth. & Hook.fil. ex S.Moore,LC
9.78176,76.43172,Tectona grandis L.f.,EN
12.9273,80.12899,Cassia fistula L.,LC
11.84228,75.42011,Samanea saman (Jacq.) Merr.,LC
22.46571,80.58903,Mangifera indica L.,DD
9.20064,76.89244,Tectona grandis L.f.,EN
9.17132,76.60099,Samanea saman (Jacq.) Merr.,LC
22.13461,80.36321,Mangifera indica L.,DD
9.20001,76.87978,Gliricidia sepium (Jacq.) Kunth,LC
11.82239,75.43148,Bombax ceiba L.,LC
25.52147,91.27093,Prunus cerasoides Buch.-Ham. ex D.Don,LC
10.81856,76.66757,Delonix regia (Bojer ex Hook.) Raf.,LC
