decimalLatitude,decimalLongitude,scientificName,iucnRedListCategory
11.3314,76.8042,"Pericrocotus flammeus (J.R.Forster, 1781)",LC
23.640378,88.129937,"Merops orientalis Latham, 1801",LC
23.592035,87.219924,"Eurema hecabe (Linnaeus, 1758)",LC
9.369502,76.460342,"Calotes versicolor (Daudin, 1802)",LC
11.572177,76.642715,"Leptocoma zeylonica (Linnaeus, 1766)",LC
11.031853,77.02755,"Pavo cristatus Linnaeus, 1758",LC
17.448874,81.762512,"Tachybaptus ruficollis (Pallas, 1764)",LC
17.329992,78.394829,"Ploceus manyar (Horsfield, 1821)",LC
10.06076,76.349257,"Neurothemis tullia (Drury, 1773)",LC
16.990215,73.312023,"Turdus simillimus Jerdon, 1839",LC
12.410928,75.750214,"Thrigmopoeus truculentus Pocock, 1899",NT
18.302519,73.310135,Firmiana colorata (Roxb.) R.Br.,LC
19.018236,73.279388,"Zizula hylax (Fabricius, 1775)",LC
18.474594,73.822222,"Eurema hecabe (Linnaeus, 1758)",LC
11.801364,76.004373,"Elephas maximus Linnaeus, 1758",EN
12.078571,75.620008,Sterculia foetida L.,LC
28.124577,78.456974,"Pangshura smithii (Gray, 1863)",NT
24.352674,92.344815,"Junonia almana (Linnaeus, 1758)",LC
10.859691,76.622856,"Craspedocephalus malabaricus (Jerdon, 1854)",LC
12.310395,76.630441,"Vulpes bengalensis (Shaw, 1800)",LC
14.617094,74.844864,Terminalia chebula Retz.,LC
26.762127,91.216939,"Dicaeum cruentatum (Linnaeus, 1758)",LC
11.734461,78.202039,"Melanitis leda Linnaeus, 1758",LC
20.949732,73.49462,"Nephila pilipes (Fabricius, 1793)",LC
18.995218,73.258842,"Melanitis leda Linnaeus, 1758",LC
19.004379,73.282455,"Eurema hecabe (Linnaeus, 1758)",LC
18.995218,73.258842,"Eurema hecabe (Linnaeus, 1758)",LC
30.285377,77.973568,"Melanochelys tricarinata (Blyth, 1856)",EN
25.169655,93.01725,Areca catechu L.,LC
18.883837,76.788643,"Ploceus philippinus (Linnaeus, 1766)",LC
9.621939,76.331162,"Cnemaspis littoralis (Jerdon, 1853)",DD
15.875488,73.988289,"Buceros bicornis Linnaeus, 1758",VU
22.987408,87.009662,Peltophorum pterocarpum (DC.) Backer ex K.Heyne,LC
25.186991,75.825816,"Ceriagrion coromandelianum (Fabricius, 1798)",LC
13.34291,74.785639,"Tringa glareola Linnaeus, 1758",LC
25.237364,91.679573,"Clinotarsus alticola (Boulenger, 1882)",LC
12.739404,77.786698,"Dendrocitta vagabunda (Latham, 1790)",LC
12.7549,75.4333,"Halcyon smyrnensis (Linnaeus, 1758)",LC
18.957,72.8047,"Danaus chrysippus (Linnaeus, 1758)",LC
11.271724,76.644723,"Ptyonoprogne concolor (Sykes, 1832)",LC
26.9866,94.3116,"Brachythemis contaminata (Fabricius, 1793)",LC
8.963938,77.053313,"Diplacodes trivialis (Rambur, 1842)",LC
24.607288,92.383438,"Phoenicurus ochruros (S.G.Gmelin, 1774)",LC
12.5985,77.9491,"Potamarcha congener (Rambur, 1842)",LC
22.674308,88.343213,Psidium guajava L.,LC
20.189089,85.402729,"Crocothemis servilia (Drury, 1773)",LC
16.699827,74.197815,"Oriolus kundoo Sykes, 1832",LC
18.540813,73.453217,"Calotes versicolor (Daudin, 1802)",LC
12.890235,77.587374,"Crocothemis servilia (Drury, 1773)",LC
17.33077,78.390152,"Ardea purpurea Linnaeus, 1766",LC
11.734461,78.202039,"Danaus chrysippus (Linnaeus, 1758)",LC
21.769949,88.231513,"Tholymis tillarga (Fabricius, 1798)",LC
26.8723,75.8132,"Herpestes edwardsi (É.Geoffroy Saint-Hilaire, 1818)",LC
23.036233,88.248552,"Uperodon taprobanicus (Parker, 1934)",LC
13.483953,75.090698,"Hypnale hypnale (Merrem, 1820)",LC
11.039704,77.032104,"Dicrurus macrocercus Vieillot, 1817",LC
20.212,85.4252,Dalbergia sissoo Roxb. ex DC.,LC
12.151654,75.72245,"Nephila pilipes (Fabricius, 1793)",LC
12.939735,75.785777,"Vijayachelys silvatica (Henderson, 1912)",EN
22.545496,72.951965,Aegle marmelos (L.) Corrêa,NT
12.050904,75.387497,"Orthetrum chrysis (Selys, 1891)",LC
12.950931,77.587418,Tabebuia aurea (Silva Manso) Benth. & Hook.fil. ex S.Moore,LC
12.303813,77.617688,"Alcedo atthis (Linnaeus, 1758)",LC
18.778885,73.33506,Pongamia pinnata (L.) Pierre,LC
18.988659,73.271179,Memecylon umbellatum Burm.fil.,LC
12.551757,77.640465,Araucaria columnaris (J.R.Forst.) Hook.,LC
21.69004,88.249282,"Agriocnemis lacteola Selys, 1877",LC
17.406221,73.670258,Wrightia tinctoria R.Br.,LC
11.064129,76.537816,"Ratufa indica (Erxleben, 1777)",LC
12.890235,77.587374,"Pantala flavescens (Fabricius, 1798)",LC
27.49,96.5,"Lycodon septentrionalis (Günther, 1875)",LC
23.032936,78.073753,"Neophron percnopterus (Linnaeus, 1758)",EN
30.286352,77.974663,"Melanochelys tricarinata (Blyth, 1856)",EN
28.523851,77.575211,"Pseudagrion decorum (Rambur, 1842)",LC
23.877771,86.911646,"Danaus chrysippus (Linnaeus, 1758)",LC
14.502165,74.369202,"Pelargopsis capensis (Linnaeus, 1766)",LC
25.186991,75.825816,"Pantala flavescens (Fabricius, 1798)",LC
13.004925,80.237873,"Geochelone elegans (Schoepff, 1795)",VU
22.68116,88.352077,"Bradinopyga geminata (Rambur, 1842)",LC
10.292274,76.165332,"Calotes versicolor (Daudin, 1802)",LC
28.915473,79.513269,"Eurema hecabe (Linnaeus, 1758)",LC
10.34645,76.277337,"Macromidia donaldi (Fraser, 1924)",LC
15.44011,74.106378,"Monilesaurus rouxii (Duméril & Bibron, 1837)",LC
27.206396,95.443893,"Harpactes erythrocephalus (Gould, 1834)",LC
21.769949,88.231513,"Brachythemis contaminata (Fabricius, 1793)",LC
21.769949,88.231513,"Rhodothemis rufa (Rambur, 1842)",LC
20.949732,73.49462,"Elattoneura nigerrima (Laidlaw, 1917)",DD
8.533491,76.904744,"Orthetrum sabina (Drury, 1773)",LC
28.915768,79.509502,"Diplacodes trivialis (Rambur, 1842)",LC
12.984736,77.589653,Muntingia calabura L.,LC
19.16787,72.989899,"Orthetrum taeniolatum (Schneider, 1845)",LC
18.986601,73.267899,"Danaus chrysippus (Linnaeus, 1758)",LC
12.895497,80.227577,"Calotes versicolor (Daudin, 1802)",LC
12.7562,75.4408,"Harpactes fasciatus (Pennant, 1769)",LC
19.0415,73.324303,"Vestalis gracilis (Rambur, 1842)",LC
9.065252,76.933671,"Euphaea fraseri (Laidlaw, 1920)",LC
24.424497,92.338483,"Eurema hecabe (Linnaeus, 1758)",LC
22.532265,72.621033,"Euodice malabarica (Linnaeus, 1758)",LC
23.474504,87.30294,"Pseudagrion rubriceps Selys, 1876",LC
10.308115,76.837112,"Monilesaurus ellioti (Günther, 1864)",LC
12.402042,75.748158,"Rhacophorus lateralis Boulenger, 1883",VU
19.018236,73.279388,"Zizula hylax (Fabricius, 1775)",LC
12.890235,77.587374,"Ictinogomphus rapax (Rambur, 1842)",LC
22.988771,87.010568,"Orthetrum sabina (Drury, 1773)",LC
11.572177,76.642715,"Semnopithecus priam Blyth, 1844",NT
21.769949,88.231513,"Tholymis tillarga (Fabricius, 1798)",LC
9.924446,76.769434,"Rhodothemis rufa (Rambur, 1842)",LC
8.856069,77.224442,Humboldtia decurrens Bedd. ex Oliv.,NT
12.890235,77.587374,"Crocothemis servilia (Drury, 1773)",LC
21.122516,79.012302,"Acisoma panorpoides Rambur, 1842",LC
21.769949,88.231513,"Ceriagrion coromandelianum (Fabricius, 1798)",LC
26.825097,70.430439,"Acanthodactylus cantoris Günther, 1864",LC
22.709063,88.333332,"Crocothemis servilia (Drury, 1773)",LC
19.488851,84.89909,"Macaca mulatta (Zimmermann, 1780)",LC
22.686542,88.321206,"Tholymis tillarga (Fabricius, 1798)",LC
23.320618,87.220774,"Eurema hecabe (Linnaeus, 1758)",LC
22.572645,88.363892,"Alauda gulgula Franklin, 1831",LC
12.980311,77.594635,Ficus religiosa L.,LC
17.765657,83.348834,"Mycteria leucocephala (Pennant, 1769)",LC
11.703206,76.0834,"Orthetrum pruinosum (Burmeister, 1839)",LC
24.752288,93.928042,"Neurothemis tullia (Drury, 1773)",LC
13.170984,80.199112,Capparis sepiaria L.,LC
23.252251,88.598619,"Ceriagrion coromandelianum (Fabricius, 1798)",LC
10.323591,76.951004,"Orthetrum chrysis (Selys, 1891)",LC
15.335013,76.460022,"Uperodon taprobanicus (Parker, 1934)",LC
12.866883,80.227364,"Fowlea piscator (Schneider, 1799)",LC
14.274849,74.740359,"Rhacophorus malabaricus Jerdon, 1870",LC
26.710882,91.670944,"Tichodroma muraria (Linnaeus, 1766)",LC
28.983334,79.400002,"Phalanta phalantha (Drury, 1773)",LC
25.2664,82.9901,"Paragomphus lineatus (Selys, 1850)",LC
18.540813,73.453217,Cynarospermum asperrimum (Nees) Vollesen,LC
18.540813,73.453217,Ziziphus rugosa Lam.,LC
11.4739,76.0562,"Craspedocephalus malabaricus (Jerdon, 1854)",LC
20.256581,74.414244,"Ischnura rubilio Selys, 1876",LC
18.980478,73.262711,"Zizula hylax (Fabricius, 1775)",LC
18.52043,73.856744,"Ardeola grayii (Sykes, 1832)",LC
8.72786,76.938736,Jatropha multifida L.,LC
28.52673,77.575363,"Ocyceros birostris (Scopoli, 1786)",LC
18.540813,73.453217,"Fowlea piscator (Schneider, 1799)",LC
26.872843,78.564491,"Dinopium benghalense (Linnaeus, 1758)",LC
9.498067,76.338852,Syzygium samarangense (Blume) Merr. & L.M.Perry,LC
25.570868,93.728508,"Chrysopelea ornata (Shaw, 1802)",LC
12.854315,77.509945,"Orthetrum pruinosum (Burmeister, 1839)",LC
11.740087,92.65864,"Haliaeetus leucogaster (Gmelin, 1788)",LC
24.43202,92.330689,"Palpopleura sexmaculata (Fabricius, 1787)",LC
22.805623,88.331459,"Pachliopta aristolochiae (Fabricius, 1775)",LC
11.316756,76.598667,"Hypsipetes ganeesa Sykes, 1832",LC
29.436138,78.930893,"Axis axis (Erxleben, 1777)",LC
9.928395,76.770157,Caryota urens L.,LC
26.8544,75.8041,"Danaus chrysippus (Linnaeus, 1758)",LC
10.531189,76.174675,"Alcedo atthis (Linnaeus, 1758)",LC
16.246907,80.648059,"Dendrocitta vagabunda (Latham, 1790)",LC
22.639172,78.152985,Gymnosporia senegalensis (Lam.) Loes.,LC
18.985037,73.28923,"Eurema hecabe (Linnaeus, 1758)",LC
27.118374,81.484398,"Pangshura smithii (Gray, 1863)",NT
12.743498,80.238304,Peltophorum pterocarpum (DC.) Backer ex K.Heyne,LC
22.988771,87.010568,"Eurema hecabe (Linnaeus, 1758)",LC
11.557589,75.95787,"Herennia multipuncta (Doleschall, 1859)",LC
22.686179,88.321349,"Crocothemis servilia (Drury, 1773)",LC
8.485616,77.492065,Elaeocarpus venustus Bedd.,CR
27.634322,95.665443,"Rhodothemis rufa (Rambur, 1842)",LC
26.142598,91.643536,"Naja kaouthia Lesson, 1831",LC
12.854315,77.509945,"Turdoides affinis (Jerdon, 1845)",LC
13.502664,75.090317,"Hoplobatrachus tigerinus (Daudin, 1802)",LC
12.191345,75.789886,"Danaus chrysippus (Linnaeus, 1758)",LC
13.123353,77.592193,"Calotes versicolor (Daudin, 1802)",LC
18.985037,73.28923,"Eurema hecabe (Linnaeus, 1758)",LC
22.619,88.0053,"Brachydiplax chalybea Brauer, 1868",LC
22.708878,88.333257,"Ceriagrion cerinorubellum (Brauer, 1865)",LC
25.183,75.8245,"Brachythemis contaminata (Fabricius, 1793)",LC
11.572177,76.642715,"Dinopium benghalense (Linnaeus, 1758)",LC
10.128317,76.686211,"Neurothemis tullia (Drury, 1773)",LC
12.303813,77.617688,"Terpsiphone paradisi (Linnaeus, 1758)",LC
10.9849,79.0787,"Grypotyphlops acutus (Duméril & Bibron, 1844)",LC
9.654366,76.748596,"Dicrurus paradiseus (Linnaeus, 1766)",LC
11.637591,76.525703,"Dinopium benghalense (Linnaeus, 1758)",LC
16.706224,73.386894,Morinda citrifolia L.,LC
25.1853,75.826,"Ceriagrion coromandelianum (Fabricius, 1798)",LC
11.33771,76.596313,"Salea horsfieldii Gray, 1845",LC
18.4531,73.7974,"Trithemis kirbyi Selys, 1891",LC
11.922814,75.79369,"Idea malabarica (Moore, 1877)",NT
11.572177,76.642715,"Calotes versicolor (Daudin, 1802)",LC
16.648659,73.523666,"Corvus splendens Vieillot, 1817",LC
21.769949,88.231513,"Diplacodes trivialis (Rambur, 1842)",LC
29.267579,75.309148,"Orthetrum sabina (Drury, 1773)",LC
22.682218,88.32098,"Neurothemis tullia (Drury, 1773)",LC
28.915473,79.513269,"Ceriagrion coromandelianum (Fabricius, 1798)",LC
12.868266,77.563375,"Cinnyris asiaticus (Latham, 1790)",LC
18.72007,73.766051,"Cecropis daurica (Laxmann, 1769)",LC
24.441694,92.385063,"Acisoma panorpoides Rambur, 1842",LC
22.727876,87.867251,"Euploea core (Cramer, 1780)",LC
21.3227,72.8561,Canavalia rosea (Sw.) DC.,LC
28.635344,75.382024,"Phoenicurus ochruros (S.G.Gmelin, 1774)",LC
27.1276,93.739,"Junonia almana (Linnaeus, 1758)",LC
8.624872,77.144203,Actinodaphne wightiana (Kuntze) Noltie,LC
13.128188,74.997406,"Troides minos (Cramer, 1779)",LC
23.126587,72.542915,"Sarkidiornis melanotos (Pennant, 1769)",LC
14.611342,75.638268,Crescentia cujete L.,LC
27.067551,88.192161,"Corvus macrorhynchos Wagler, 1827",LC
18.995218,73.258842,"Zizula hylax (Fabricius, 1775)",LC
14.619529,74.844063,"Ocyceros griseus (Latham, 1790)",VU
26.74599,91.020324,"Panthera pardus (Linnaeus, 1758)",VU
25.197826,75.818531,"Pantala flavescens (Fabricius, 1798)",LC
23.6577,88.127,"Zosterops palpebrosus (Temminck, 1824)",LC
22.68116,88.352077,"Diplacodes trivialis (Rambur, 1842)",LC
25.2339,75.8394,"Diplacodes trivialis (Rambur, 1842)",LC
19.2094,73.093948,"Melanitis leda Linnaeus, 1758",LC
26.750976,91.237164,"Muntiacus muntjak (Zimmermann, 1780)",LC
24.997904,82.065229,Mangifera indica L.,DD
22.428888,75.567772,"Passer domesticus (Linnaeus, 1758)",LC
22.061876,69.648346,"Eryx conicus (Schneider, 1801)",NT
18.986601,73.267899,"Melanitis leda Linnaeus, 1758",LC
12.923084,77.593422,Syzygium jambos (L.) Alston,LC
18.962999,73.262711,"Lampides boeticus (Linnaeus, 1767)",LC
18.9568,72.8044,"Hypolimnas misippus Linnaeus, 1764",LC
9.481809,76.498307,Hydrilla verticillata (L.f.) Royle,LC
26.879358,80.860405,"Eryx conicus (Schneider, 1801)",NT
18.985037,73.28923,"Euploea core (Cramer, 1780)",LC
22.582474,78.515686,Firmiana colorata (Roxb.) R.Br.,LC
25.273314,85.455826,"Potamarcha congener (Rambur, 1842)",LC
19.004379,73.282455,"Danaus chrysippus (Linnaeus, 1758)",LC
12.739404,77.786698,"Pycnonotus luteolus (Lesson, 1841)",LC
30.26618,78.106209,"Athene brama (Temminck, 1821)",LC
10.088933,77.059525,"Rhacophorus pseudomalabaricus Vasudevan & Dutta, 2000",VU
19.018236,73.279388,"Pelopidas mathias (Fabricius, 1798)",LC
11.540445,76.020204,"Pedostibes tuberculosus Günther, 1876",LC
24.43202,92.330689,"Paragomphus lineatus (Selys, 1850)",LC
29.040795,79.404058,"Copera marginipes (Rambur, 1842)",LC
11.629034,92.630852,"Ophiophagus hannah (Cantor, 1836)",VU
26.8422,75.816,Azadirachta indica A.Juss.,LC
11.515233,76.039362,"Pedostibes tuberculosus Günther, 1876",LC
21.830812,72.974106,"Threskiornis melanocephalus (Latham, 1790)",LC
28.915768,79.509502,"Trithemis pallidinervis (Kirby, 1889)",LC
14.351889,75.73974,"Ceryle rudis (Linnaeus, 1758)",LC
10.054023,76.253705,"Porphyrio porphyrio (Linnaeus, 1758)",LC
14.57066,74.940064,"Craspedocephalus malabaricus (Jerdon, 1854)",LC
12.208227,77.564163,"Dinopium benghalense (Linnaeus, 1758)",LC
23.8296,92.627,"Psilopogon asiaticus (Latham, 1790)",LC
28.704787,77.061843,"Crocothemis servilia (Drury, 1773)",LC
26.163,85.899303,"Ardeola grayii (Sykes, 1832)",LC
11.064129,76.537819,"Herpestes vitticollis Bennett, 1835",LC
28.144358,78.440033,"Melanochelys trijuga (Schweigger, 1812)",LC
12.977929,77.595155,"Funambulus palmarum (Linnaeus, 1766)",LC
12.54546,79.856069,"Dicrurus macrocercus Vieillot, 1817",LC
9.923912,76.76947,"Troides minos (Cramer, 1779)",LC
12.087948,75.179344,"Scatophagus argus (Linnaeus, 1766)",LC
10.297583,76.256599,Tabernaemontana alternifolia L.,NT
18.986601,73.267899,"Danaus chrysippus (Linnaeus, 1758)",LC
9.498708,76.329086,Muntingia calabura L.,LC
14.354177,75.798646,"Herpestes edwardsi (É.Geoffroy Saint-Hilaire, 1818)",LC
18.988659,73.271179,"Uperodon mormoratus (Rao, 1937)",LC
22.580226,78.136911,"Anser indicus (Latham, 1790)",LC
28.470879,77.567169,"Phoenicurus ochruros (S.G.Gmelin, 1774)",LC
21.769949,88.231513,"Diplacodes trivialis (Rambur, 1842)",LC
9.463289,76.66726,Carica papaya L.,DD
26.152834,91.660324,"Macaca mulatta (Zimmermann, 1780)",LC
28.565331,77.300851,"Neurothemis tullia (Drury, 1773)",LC
18.980478,73.262711,"Euploea core (Cramer, 1780)",LC
22.305807,73.186203,"Crocodylus palustris (Lesson, 1831)",VU
12.19176,75.804672,Tetrameles nudiflora R.Br.,LC
11.282851,76.69079,"Hemipus picatus (Sykes, 1832)",LC
24.43202,92.330688,"Sitta frontalis Swainson, 1820",LC
18.284653,74.755562,"Ceryle rudis (Linnaeus, 1758)",LC
12.739404,77.786698,"Indothemis carnatica (Fabricius, 1798)",LC
10.101973,76.651379,"Orthetrum sabina (Drury, 1773)",LC
19.018236,73.279388,"Vanessa cardui (Linnaeus, 1758)",LC
24.691171,78.413818,Cassia fistula L.,LC
9.9243,76.7694,"Vestalis apicalis Selys, 1873",LC
21.769949,88.231513,Commelina diffusa Burm.f.,LC
21.125851,72.733945,"Hypolimnas misippus Linnaeus, 1764",LC
17.677858,73.959488,Kydia calycina Roxb.,LC
11.323038,79.243353,"Junonia almana (Linnaeus, 1758)",LC
11.864554,78.127085,"Zizula hylax (Fabricius, 1775)",LC
19.004379,73.282455,"Zizina otis (Fabricius, 1787)",LC
25.2338,75.8392,"Orthetrum sabina (Drury, 1773)",LC
20.1977,85.4399,"Sitana laticeps Deepak & Giri, 2016",LC
27.563374,95.376602,"Calidris minuta (Leisler, 1812)",LC
20.7184,73.0383,"Pavo cristatus Linnaeus, 1758",LC
13.56631,75.134205,"Dendrocygna javanica (Horsfield, 1821)",LC
26.912416,75.787285,"Psittacula cyanocephala (Linnaeus, 1766)",LC
18.995218,73.258842,"Lampides boeticus (Linnaeus, 1767)",LC
10.807885,75.961815,Couroupita guianensis Aubl.,LC
26.525282,92.993805,"Lophura leucomelanos (Latham, 1790)",LC
26.857341,75.799377,Pongamia pinnata (L.) Pierre,LC
21.769949,88.231513,"Crocothemis servilia (Drury, 1773)",LC
10.719188,76.601212,Plumeria pudica Jacq.,LC
22.579684,88.414312,"Zizula hylax (Fabricius, 1775)",LC
13.165007,77.645436,Chamaecrista absus (L.) H.S.Irwin & Barneby,LC
22.61945,88.002432,"Lanius schach Linnaeus, 1758",LC
18.684856,72.993111,"Bradinopyga geminata (Rambur, 1842)",LC
11.562363,76.161671,"Cacomantis passerinus (Vahl, 1797)",LC
14.464409,75.921758,"Euploea core (Cramer, 1780)",LC
27.159609,77.521813,"Sturnia pagodarum (Gmelin, 1789)",LC
8.48595,77.047108,"Brachythemis contaminata (Fabricius, 1793)",LC
17.33029,78.376762,"Mirafra affinis Blyth, 1845",LC
17.333817,78.398033,Tamarindus indica L.,LC
13.062122,77.614235,"Motacilla cinerea Tunstall, 1771",LC
22.681317,88.352359,"Orthetrum sabina (Drury, 1773)",LC
28.561531,77.03141,"Lepus nigricollis F.Cuvier, 1823",LC
19.131058,72.84256,Ceiba pentandra (L.) Gaertn.,LC
11.323038,79.243353,"Lampides boeticus (Linnaeus, 1767)",LC
26.017328,76.502571,"Dicrurus macrocercus Vieillot, 1817",LC
17.774405,81.926918,"Dicrurus macrocercus Vieillot, 1817",LC
20.715147,86.865944,"Varanus salvator (Laurenti, 1768)",LC
28.70977,77.217054,"Psittacula krameri (Scopoli, 1769)",LC
18.980478,73.262711,"Phalanta phalantha (Drury, 1773)",LC
8.9708,77.0475,"Melanochelys trijuga (Schweigger, 1812)",LC
25.2031,75.8376,Casuarina equisetifolia L.,LC
18.14582,73.842985,"Junonia almana (Linnaeus, 1758)",LC
30.460129,79.681084,"Lampides boeticus (Linnaeus, 1767)",LC
27.159609,77.521813,"Axis axis (Erxleben, 1777)",LC
10.016632,76.340284,"Ardeola grayii (Sykes, 1832)",LC
12.51676,77.628708,"Elephas maximus Linnaeus, 1758",EN
14.617094,74.844864,"Melanitis leda Linnaeus, 1758",LC
18.995218,73.258842,"Zizula hylax (Fabricius, 1775)",LC
16.585421,73.403389,Helicteres isora L.,LC
14.354177,75.798646,"Trithemis aurora (Burmeister, 1839)",LC
9.481247,76.387642,"Brachydiplax chalybea Brauer, 1868",LC
22.988771,87.010568,"Crocothemis servilia (Drury, 1773)",LC
18.980478,73.262711,"Zizina otis (Fabricius, 1787)",LC
13.303367,77.186737,"Saxicoloides fulicatus (Linnaeus, 1766)",LC
23.6602,88.1215,"Geokichla citrina (Latham, 1790)",LC
23.499538,87.305344,"Eudynamys scolopaceus (Linnaeus, 1758)",LC
11.302785,76.938339,"Eurema hecabe (Linnaeus, 1758)",LC
8.424494,77.098175,"Calotes versicolor (Daudin, 1802)",LC
18.449041,73.432594,Heterophragma quadriloculare (Roxb.) K.Schum.,LC
17.601603,78.558846,"Psammophilus blanfordanus (Stoliczka, 1871)",LC
23.606882,91.819641,"Cyprinus carpio Linnaeus, 1758",LC
17.724163,73.827927,Adenoon indicum Dalzell,LC
23.793598,91.273529,"Sturnia malabarica (Gmelin, 1789)",LC
10.579652,76.574869,"Neurothemis fulvia (Drury, 1773)",LC
21.152662,78.867989,"Anas poecilorhyncha J.R.Forster, 1781",LC
14.464409,75.921758,"Eurema hecabe (Linnaeus, 1758)",LC
24.563362,93.763161,"Centropus bengalensis (Gmelin, 1788)",LC
12.971599,77.594563,"Melanitis leda Linnaeus, 1758",LC
14.617094,74.844864,Phyllanthus emblica L.,LC
13.502664,75.090315,"Indosylvirana intermedia (Rao, 1937)",LC
18.995218,73.258842,"Eurema hecabe (Linnaeus, 1758)",LC
28.915768,79.509502,"Junonia almana (Linnaeus, 1758)",LC
12.742923,80.239922,"Hemidactylus leschenaultii Duméril & Bibron, 1836",LC
22.835623,71.97419,"Lanius isabellinus Hemprich & Ehrenberg, 1833",LC
27.155851,92.462997,"Prunella strophiata (Blyth, 1843)",LC
21.769949,88.231513,"Zyxomma petiolatum Rambur, 1842",LC
14.602273,74.846095,"Euploea core (Cramer, 1780)",LC
18.986601,73.267899,"Zizula hylax (Fabricius, 1775)",LC
13.046599,77.585587,"Acridotheres tristis (Linnaeus, 1766)",LC
18.540813,73.453217,"Trithemis aurora (Burmeister, 1839)",LC
12.519943,75.792454,"Clinotarsus curtipes (Jerdon, 1853)",LC
18.743068,72.920441,"Pachliopta hector (Linnaeus, 1758)",LC
13.110818,77.575912,"Brachythemis contaminata (Fabricius, 1793)",LC
18.980478,73.262711,"Junonia almana (Linnaeus, 1758)",LC
12.55,77.416702,"Hydrophasianus chirurgus (Scopoli, 1786)",LC
15.44011,74.106378,"Neurothemis fulvia (Drury, 1773)",LC
26.200604,92.937574,"Hoplobatrachus tigerinus (Daudin, 1802)",LC
22.851291,88.219338,"Brachydiplax farinosa Krüger, 1902",LC
25.183,75.8245,"Crocothemis servilia (Drury, 1773)",LC
22.70463,88.339918,"Crocothemis servilia (Drury, 1773)",LC
12.866883,80.227364,"Euphlyctis hexadactylus (Lesson, 1834)",LC
12.63302,74.985168,"Treron bicinctus (Jerdon, 1840)",LC
19.856014,74.007547,"Hirundo smithii Leach & K.D.Koenig, 1818",LC
9.646118,77.401337,"Athene brama (Temminck, 1821)",LC
21.769949,88.231513,"Crocothemis servilia (Drury, 1773)",LC
27.897394,78.088013,"Fowlea piscator (Schneider, 1799)",LC
22.355417,88.393127,"Pantala flavescens (Fabricius, 1798)",LC
12.962581,77.713821,Syzygium samarangense (Blume) Merr. & L.M.Perry,LC
13.045808,77.511061,"Pantala flavescens (Fabricius, 1798)",LC
14.354177,75.798646,"Eurema hecabe (Linnaeus, 1758)",LC
13.057045,80.258545,Ficus amplissima Sm.,LC
9.580895,77.113998,"Raorchestes ponmudi (Biju & Bossuyt, 2005)",LC
18.540813,73.453217,"Diplacodes trivialis (Rambur, 1842)",LC
18.220434,74.872009,"Egretta garzetta (Linnaeus, 1766)",LC
25.2172,75.8369,Dalbergia sissoo Roxb. ex DC.,LC
9.531465,76.603722,"Rhyothemis variegata (Linnaeus, 1763)",LC
12.212254,77.593002,"Tetracerus quadricornis (Blainville, 1816)",VU
10.088933,77.059525,"Raorchestes jayarami (Biju & Bossuyt, 2009)",EN
18.988659,73.271179,"Uropeltis macrolepis (Peters, 1862)",LC
18.129896,78.345589,"Coracias benghalensis (Linnaeus, 1758)",LC
8.4494,76.9829,"Merops orientalis Latham, 1801",LC
12.914197,77.593193,"Motacilla cinerea Tunstall, 1771",LC
26.689423,94.341103,"Gekko gecko (Linnaeus, 1758)",LC
18.74806,73.407219,Filicium decipiens (Wight & Arn.) Thwaites,LC
11.940187,79.83168,Hura crepitans L.,LC
28.530907,77.180149,"Junonia almana (Linnaeus, 1758)",LC
28.882473,79.631072,"Trithemis pallidinervis (Kirby, 1889)",LC
11.744481,78.169086,"Euploea core (Cramer, 1780)",LC
28.406,77.2549,Bauhinia purpurea L.,LC
11.420334,76.860191,"Lonchura punctulata (Linnaeus, 1758)",LC
13.502664,75.090317,"Euphaea fraseri (Laidlaw, 1920)",LC
28.565727,77.300357,"Ceriagrion coromandelianum (Fabricius, 1798)",LC
27.032064,76.047882,Bombax ceiba L.,LC
28.535516,77.391027,"Pantala flavescens (Fabricius, 1798)",LC
26.768879,78.648178,"Motacilla alba Linnaeus, 1758",LC
12.500939,77.794189,"Anastomus oscitans (Boddaert, 1783)",LC
11.491604,76.733652,"Galerida malabarica (Scopoli, 1786)",LC
11.987854,77.143585,Tecoma stans (L.) Juss. ex Kunth,LC
9.440445,76.853973,"Hypolimnas misippus Linnaeus, 1764",LC
19.387389,85.051541,"Pachliopta hector (Linnaeus, 1758)",LC
17.628803,81.64122,"Ratufa indica (Erxleben, 1777)",LC
18.962999,73.262711,"Pelopidas mathias (Fabricius, 1798)",LC
11.685786,78.176167,"Gomalia elma (Trimen, 1862)",LC
26.732733,93.501205,"Butorides striata (Linnaeus, 1758)",LC
22.334513,80.611511,"Axis axis (Erxleben, 1777)",LC
20.1873,85.4568,"Brachythemis contaminata (Fabricius, 1793)",LC
17.385044,78.486671,"Phalanta phalantha (Drury, 1773)",LC
11.385116,75.718656,"Hydrophis schistosus Daudin, 1803",LC
8.982556,76.846601,Mangifera indica L.,DD
30.663334,78.370834,Cardiospermum halicacabum L.,LC
11.774792,78.209705,"Psittacula cyanocephala (Linnaeus, 1766)",LC
26.257565,92.797516,"Calotes versicolor (Daudin, 1802)",LC
21.526111,72.916527,"Crocothemis servilia (Drury, 1773)",LC
13.170984,80.199112,Limnophila indica (L.) Druce,LC
20.1977,85.4399,"Duttaphrynus melanostictus (Schneider, 1799)",LC
